date,direction,entry_time,exit_time,entry_px,exit_px,pts,lot_size,pnl,exit_reason
2023-02-23,SHORT,14:35,15:10,17551.8,17503.3,48.5,50,2425.0,TIME_EXIT
2023-02-24,SHORT,09:50,10:00,17526.3,17555.6,-29.3,50,-1465.0,SIGNAL_FLIP
2023-02-24,LONG,10:05,10:05,17555.8,17545.3,-10.5,50,-525.0,SIGNAL_FLIP
2023-02-24,SHORT,10:10,10:10,17545.9,17548.9,-3.0,50,-150.0,SIGNAL_FLIP
2023-02-24,LONG,10:15,10:30,17549.2,17534.2,-15.0,50,-750.0,SIGNAL_FLIP
2023-02-24,SHORT,10:35,15:05,17533.9,17476.2,57.7,50,2885.0,SIGNAL_FLIP
2023-02-24,LONG,15:10,15:10,17476.3,17474.2,-2.1,50,-105.0,TIME_EXIT
2023-02-27,LONG,11:45,12:10,17379.0,17329.1,-49.9,50,-2495.0,SIGNAL_FLIP
2023-02-27,SHORT,12:15,13:55,17328.7,17352.1,-23.4,50,-1170.0,SIGNAL_FLIP
2023-02-27,LONG,14:00,15:10,17351.9,17402.5,50.6,50,2530.0,TIME_EXIT
2023-02-28,SHORT,10:45,12:15,17362.2,17391.7,-29.5,50,-1475.0,SIGNAL_FLIP
2023-02-28,LONG,12:20,12:40,17391.4,17354.6,-36.8,50,-1840.0,SIGNAL_FLIP
2023-02-28,SHORT,12:45,15:10,17354.6,17313.6,41.0,50,2050.0,TIME_EXIT
2023-03-01,SHORT,13:20,13:40,17402.8,17420.6,-17.8,50,-890.0,SIGNAL_FLIP
2023-03-01,LONG,13:45,15:10,17420.9,17447.1,26.2,50,1310.0,TIME_EXIT
2023-03-02,LONG,12:05,12:55,17389.7,17372.1,-17.6,50,-880.0,SIGNAL_FLIP
2023-03-02,SHORT,13:00,15:10,17372.1,17329.4,42.7,50,2135.0,TIME_EXIT
2023-03-06,SHORT,12:50,13:10,17763.1,17770.5,-7.4,50,-370.0,SIGNAL_FLIP
2023-03-06,LONG,13:15,13:25,17770.1,17754.2,-15.9,50,-795.0,SIGNAL_FLIP
2023-03-06,SHORT,13:30,15:10,17753.7,17709.3,44.4,50,2220.0,TIME_EXIT
2023-03-08,LONG,10:40,11:10,17698.7,17682.2,-16.5,50,-825.0,SIGNAL_FLIP
2023-03-08,SHORT,11:15,13:00,17682.8,17680.3,2.5,50,125.0,SIGNAL_FLIP
2023-03-08,LONG,13:05,15:10,17680.9,17756.6,75.7,50,3785.0,TIME_EXIT
2023-03-09,SHORT,10:00,11:25,17693.8,17715.3,-21.5,50,-1075.0,SIGNAL_FLIP
2023-03-09,LONG,11:30,12:00,17715.0,17677.8,-37.2,50,-1860.0,SIGNAL_FLIP
2023-03-09,SHORT,12:05,15:10,17677.9,17586.4,91.5,50,4575.0,TIME_EXIT
2023-03-10,LONG,13:10,13:25,17418.7,17400.8,-17.9,50,-895.0,SIGNAL_FLIP
2023-03-10,SHORT,13:30,15:05,17401.2,17415.6,-14.4,50,-720.0,SIGNAL_FLIP
2023-03-10,LONG,15:10,15:10,17416.2,17409.9,-6.3,50,-315.0,TIME_EXIT
2023-03-13,SHORT,11:00,15:10,17432.2,17141.0,291.2,50,14560.0,TIME_EXIT
2023-03-14,LONG,12:30,13:00,17147.6,17038.7,-108.9,50,-5445.0,SIGNAL_FLIP
2023-03-14,SHORT,13:05,15:10,17038.7,17059.4,-20.7,50,-1035.0,TIME_EXIT
2023-03-15,SHORT,11:05,11:20,17108.9,17141.4,-32.5,50,-1625.0,SIGNAL_FLIP
2023-03-15,LONG,11:25,12:05,17141.9,17107.5,-34.4,50,-1720.0,SIGNAL_FLIP
2023-03-15,SHORT,12:10,15:10,17108.1,16964.4,143.7,50,7185.0,TIME_EXIT
2023-03-16,LONG,10:45,12:00,16991.2,16950.2,-41.0,50,-2050.0,SIGNAL_FLIP
2023-03-16,SHORT,12:05,13:20,16950.7,16965.9,-15.2,50,-760.0,SIGNAL_FLIP
2023-03-16,LONG,13:25,15:10,16967.0,16976.9,9.9,50,495.0,TIME_EXIT
2023-03-17,SHORT,11:10,13:40,17039.8,17004.3,35.5,50,1775.0,SIGNAL_FLIP
2023-03-17,LONG,13:45,15:10,17004.6,17113.8,109.2,50,5460.0,TIME_EXIT
2023-03-20,LONG,14:15,15:10,16891.3,16987.3,96.0,50,4800.0,TIME_EXIT
2023-03-21,SHORT,12:00,12:45,17031.1,17069.2,-38.1,50,-1905.0,SIGNAL_FLIP
2023-03-21,LONG,12:50,15:10,17069.1,17104.2,35.1,50,1755.0,TIME_EXIT
2023-03-22,SHORT,11:05,11:40,17118.3,17148.8,-30.5,50,-1525.0,SIGNAL_FLIP
